Request_ID,Request_Time,Response_Time,Completion_Time,Scheduled_Time,Req_Status,Cancellation_Reason,User_ID,Provider_ID,Service_ID
4830,2021-11-08 00:00:00,2021-11-08 01:26:00,,2021-11-08 00:00:00,Cancelled,Provider Unavailable,364,1,6
4831,2024-04-17 00:00:00,,,2024-04-17 00:00:00,No Response,,693,205,3
4832,2024-11-21 00:00:00,2024-11-21 01:30:00,,2024-11-21 00:00:00,Cancelled,Late Response,1855,311,11
4833,2023-01-10 00:00:00,2023-01-10 00:29:00,2023-01-10 02:30:00,2023-01-15 00:00:00,Completed,,1499,489,11
4834,2024-01-13 00:00:00,,,2024-01-13 00:00:00,No Response,,404,223,13
4835,2020-10-02 00:00:00,2020-10-02 02:00:00,,2020-10-05 00:00:00,Cancelled,Late Response,288,266,11
4836,2021-04-22 00:00:00,2021-04-22 01:27:00,,2021-04-26 00:00:00,Cancelled,User Cancelled,1555,451,11
4837,2021-11-29 00:00:00,,,2021-11-29 00:00:00,No Response,,1366,192,16
4838,2023-05-30 00:00:00,,,2023-05-31 00:00:00,No Response,,1442,169,6
4839,2021-04-20 00:00:00,,,2021-04-25 00:00:00,No Response,,349,44,19
4840,2021-10-17 00:00:00,,,2021-10-21 00:00:00,No Response,,211,334,10
4841,2025-08-25 00:00:00,2025-08-25 00:42:00,2025-08-25 01:48:00,2025-08-27 00:00:00,Completed,,1865,312,9
4842,2022-06-05 00:00:00,,,2022-06-07 00:00:00,No Response,,15,385,3
4843,2022-02-15 00:00:00,,,2022-02-15 00:00:00,No Response,,1421,361,13
4844,2024-08-15 00:00:00,2024-08-15 00:24:00,,2024-08-15 00:00:00,Cancelled,User Cancelled,583,438,6
4845,2021-03-18 00:00:00,2021-03-18 00:43:00,,2021-03-18 00:00:00,Cancelled,User Cancelled,1698,84,1
4846,2023-05-24 00:00:00,,,2023-05-26 00:00:00,No Response,,106,318,17
4847,2025-10-04 00:00:00,,,2025-10-07 00:00:00,No Response,,893,317,17
4848,2023-05-02 00:00:00,,,2023-05-02 00:00:00,No Response,,826,187,20
4849,2025-03-12 00:00:00,2025-03-12 01:47:00,2025-03-12 03:00:00,2025-03-13 00:00:00,Completed,,1416,278,5
4850,2023-09-01 00:00:00,,,2023-09-01 00:00:00,No Response,,1356,198,15
4851,2023-01-23 00:00:00,,,2023-01-28 00:00:00,No Response,,1871,214,10
4852,2022-02-22 00:00:00,2022-02-22 01:37:00,2022-02-22 02:45:00,2022-02-26 00:00:00,Completed,,1182,64,11
4853,2021-02-06 00:00:00,2021-02-06 00:12:00,2021-02-06 04:46:00,2021-02-08 00:00:00,Completed,,1341,14,4
4854,2021-02-23 00:00:00,2021-02-23 00:56:00,,2021-02-27 00:00:00,Cancelled,User Cancelled,1808,71,7
4855,2023-04-02 00:00:00,2023-04-02 01:14:00,2023-04-02 03:32:00,2023-04-07 00:00:00,Completed,,1818,494,8
4856,2021-08-27 00:00:00,,,2021-09-01 00:00:00,No Response,,1993,7,5
4857,2021-12-14 00:00:00,2021-12-14 01:06:00,,2021-12-14 00:00:00,Cancelled,Late Response,1887,129,13
4858,2020-02-11 00:00:00,2020-02-11 00:45:00,2020-02-11 03:01:00,2020-02-13 00:00:00,Completed,,498,400,6
4859,2024-10-02 00:00:00,2024-10-02 01:47:00,,2024-10-02 00:00:00,Cancelled,Provider Unavailable,326,124,18
4860,2023-06-27 00:00:00,2023-06-27 01:24:00,2023-06-27 03:15:00,2023-07-02 00:00:00,Completed,,971,198,1
4861,2026-01-01 00:00:00,2026-01-01 01:26:00,,2026-01-06 00:00:00,Cancelled,Provider Unavailable,1300,479,19
4862,2023-05-23 00:00:00,2023-05-23 01:14:00,2023-05-23 05:39:00,2023-05-26 00:00:00,Completed,,1451,203,16
4863,2020-06-11 00:00:00,2020-06-11 01:28:00,,2020-06-13 00:00:00,Cancelled,User Cancelled,1768,69,3
4864,2020-03-24 00:00:00,2020-03-24 01:51:00,2020-03-24 03:52:00,2020-03-29 00:00:00,Completed,,1626,150,2
4865,2020-10-26 00:00:00,2020-10-26 01:33:00,2020-10-26 05:55:00,2020-10-27 00:00:00,Completed,,74,452,12
4866,2021-07-17 00:00:00,2021-07-17 00:40:00,,2021-07-18 00:00:00,Cancelled,Provider Unavailable,581,409,15
4867,2024-11-24 00:00:00,,,2024-11-29 00:00:00,No Response,,710,149,3
4868,2021-12-29 00:00:00,2021-12-29 01:53:00,,2022-01-01 00:00:00,Cancelled,Late Response,1090,304,7
4869,2023-07-30 00:00:00,,,2023-07-31 00:00:00,No Response,,1953,386,8
4870,2021-11-24 00:00:00,,,2021-11-28 00:00:00,No Response,,450,285,4
4871,2022-02-24 00:00:00,,,2022-03-01 00:00:00,No Response,,391,465,13
4872,2024-10-12 00:00:00,,,2024-10-12 00:00:00,No Response,,341,398,15
4873,2023-01-28 00:00:00,2023-01-28 01:28:00,2023-01-28 03:36:00,2023-01-30 00:00:00,Completed,,980,453,2
4874,2022-08-04 00:00:00,2022-08-04 01:11:00,2022-08-04 04:29:00,2022-08-08 00:00:00,Completed,,1851,469,15
4875,2024-10-12 00:00:00,,,2024-10-16 00:00:00,No Response,,482,37,3
4876,2022-02-22 00:00:00,2022-02-22 00:36:00,,2022-02-24 00:00:00,Cancelled,Late Response,1215,96,3
4877,2023-11-18 00:00:00,2023-11-18 01:49:00,2023-11-18 05:59:00,2023-11-23 00:00:00,Completed,,958,369,2
4878,2024-03-15 00:00:00,2024-03-15 01:37:00,2024-03-15 06:32:00,2024-03-19 00:00:00,Completed,,7,254,16
4879,2023-03-03 00:00:00,,,2023-03-07 00:00:00,No Response,,1882,397,10
4880,2022-03-21 00:00:00,2022-03-21 01:03:00,,2022-03-24 00:00:00,Cancelled,Late Response,1249,314,13
4881,2021-05-28 00:00:00,2021-05-28 00:35:00,2021-05-28 05:24:00,2021-05-28 00:00:00,Completed,,853,361,14
4882,2024-01-08 00:00:00,2024-01-08 01:23:00,2024-01-08 03:44:00,2024-01-12 00:00:00,Completed,,1663,167,19
4883,2023-02-12 00:00:00,,,2023-02-13 00:00:00,No Response,,573,379,12
4884,2023-09-25 00:00:00,2023-09-25 00:17:00,,2023-09-26 00:00:00,Cancelled,User Cancelled,334,461,12
4885,2020-10-02 00:00:00,2020-10-02 00:42:00,,2020-10-02 00:00:00,Cancelled,Late Response,1450,18,11
4886,2021-03-25 00:00:00,,,2021-03-30 00:00:00,No Response,,847,107,12
4887,2020-04-16 00:00:00,,,2020-04-19 00:00:00,No Response,,1893,470,4
4888,2021-03-15 00:00:00,,,2021-03-16 00:00:00,No Response,,1020,159,11
4889,2022-07-28 00:00:00,2022-07-28 01:41:00,,2022-07-30 00:00:00,Cancelled,Late Response,1763,414,14
4890,2020-05-04 00:00:00,2020-05-04 00:13:00,,2020-05-07 00:00:00,Cancelled,User Cancelled,1240,6,11
4891,2021-07-30 00:00:00,2021-07-30 00:38:00,2021-07-30 01:56:00,2021-08-02 00:00:00,Completed,,1018,453,5
4892,2025-08-19 00:00:00,2025-08-19 01:56:00,,2025-08-19 00:00:00,Cancelled,Late Response,1774,360,16
4893,2022-06-05 00:00:00,,,2022-06-09 00:00:00,No Response,,407,453,6
4894,2020-11-24 00:00:00,2020-11-24 00:13:00,,2020-11-28 00:00:00,Cancelled,Late Response,230,72,17
4895,2022-07-31 00:00:00,2022-07-31 01:55:00,,2022-08-02 00:00:00,Cancelled,Late Response,1340,372,19
4896,2021-07-23 00:00:00,2021-07-23 00:14:00,2021-07-23 01:46:00,2021-07-26 00:00:00,Completed,,908,380,11
4897,2024-09-29 00:00:00,2024-09-29 01:41:00,2024-09-29 06:05:00,2024-09-30 00:00:00,Completed,,1535,163,19
4898,2022-04-23 00:00:00,2022-04-23 00:18:00,2022-04-23 00:36:00,2022-04-27 00:00:00,Completed,,145,45,10
4899,2022-09-13 00:00:00,2022-09-13 01:49:00,2022-09-13 05:40:00,2022-09-18 00:00:00,Completed,,1032,207,6
4900,2022-11-28 00:00:00,,,2022-11-28 00:00:00,No Response,,1571,172,19
4901,2021-01-26 00:00:00,,,2021-01-26 00:00:00,No Response,,55,121,18
4902,2023-05-04 00:00:00,,,2023-05-06 00:00:00,No Response,,499,361,14
4903,2020-07-01 00:00:00,2020-07-01 00:13:00,2020-07-01 04:39:00,2020-07-02 00:00:00,Completed,,1465,48,2
4904,2020-04-07 00:00:00,,,2020-04-07 00:00:00,No Response,,624,39,9
4905,2025-10-21 00:00:00,2025-10-21 00:59:00,,2025-10-21 00:00:00,Cancelled,Provider Unavailable,917,24,5
4906,2025-12-22 00:00:00,2025-12-22 01:27:00,,2025-12-27 00:00:00,Cancelled,User Cancelled,1300,282,16
4907,2023-02-27 00:00:00,,,2023-03-03 00:00:00,No Response,,377,389,3
4908,2022-05-08 00:00:00,,,2022-05-09 00:00:00,No Response,,1176,245,1
4909,2022-02-07 00:00:00,,,2022-02-09 00:00:00,No Response,,1972,11,9
4910,2022-05-22 00:00:00,,,2022-05-23 00:00:00,No Response,,1361,254,9
4911,2021-03-03 00:00:00,2021-03-03 00:57:00,2021-03-03 04:11:00,2021-03-03 00:00:00,Completed,,629,157,5
4912,2023-04-20 00:00:00,2023-04-20 00:05:00,,2023-04-20 00:00:00,Cancelled,User Cancelled,1784,24,1
4913,2022-03-27 00:00:00,2022-03-27 00:35:00,2022-03-27 03:37:00,2022-03-29 00:00:00,Completed,,1289,150,4
4914,2023-05-27 00:00:00,2023-05-27 00:11:00,2023-05-27 04:22:00,2023-05-28 00:00:00,Completed,,684,492,15
4915,2022-08-08 00:00:00,,,2022-08-10 00:00:00,No Response,,1403,349,5
4916,2021-06-18 00:00:00,,,2021-06-18 00:00:00,No Response,,867,387,15
4917,2025-11-11 00:00:00,,,2025-11-15 00:00:00,No Response,,1002,194,3
4918,2025-07-27 00:00:00,,,2025-07-31 00:00:00,No Response,,1928,299,18
4919,2025-07-04 00:00:00,2025-07-04 01:05:00,,2025-07-09 00:00:00,Cancelled,Provider Unavailable,1856,435,15
4920,2022-06-10 00:00:00,,,2022-06-13 00:00:00,No Response,,1880,190,3
4921,2021-06-11 00:00:00,2021-06-11 01:22:00,2021-06-11 06:06:00,2021-06-11 00:00:00,Completed,,952,337,3
4922,2022-07-03 00:00:00,,,2022-07-06 00:00:00,No Response,,1092,498,19
4923,2020-06-19 00:00:00,2020-06-19 01:09:00,,2020-06-22 00:00:00,Cancelled,User Cancelled,1318,326,6
4924,2021-04-23 00:00:00,,,2021-04-25 00:00:00,No Response,,80,141,12
4925,2024-08-05 00:00:00,,,2024-08-05 00:00:00,No Response,,654,175,17
4926,2022-07-03 00:00:00,2022-07-03 00:19:00,,2022-07-07 00:00:00,Cancelled,Late Response,1322,378,15
4927,2025-08-04 00:00:00,,,2025-08-09 00:00:00,No Response,,1841,352,1
4928,2020-06-13 00:00:00,2020-06-13 01:25:00,2020-06-13 02:29:00,2020-06-15 00:00:00,Completed,,825,399,10
4929,2025-09-19 00:00:00,2025-09-19 01:24:00,,2025-09-20 00:00:00,Cancelled,Late Response,1795,249,11
4930,2023-08-25 00:00:00,2023-08-25 01:29:00,2023-08-25 04:59:00,2023-08-30 00:00:00,Completed,,218,393,18
4931,2023-02-16 00:00:00,2023-02-16 01:21:00,,2023-02-17 00:00:00,Cancelled,User Cancelled,288,17,12
4932,2020-11-28 00:00:00,,,2020-12-02 00:00:00,No Response,,1196,94,15
4933,2024-08-08 00:00:00,2024-08-08 01:11:00,2024-08-08 04:01:00,2024-08-11 00:00:00,Completed,,648,129,1
4934,2021-07-28 00:00:00,2021-07-28 01:39:00,2021-07-28 05:48:00,2021-08-02 00:00:00,Completed,,1836,234,1
4935,2022-03-18 00:00:00,2022-03-18 01:16:00,,2022-03-23 00:00:00,Cancelled,Provider Unavailable,153,394,12
4936,2024-01-10 00:00:00,,,2024-01-15 00:00:00,No Response,,381,29,12
4937,2022-06-16 00:00:00,,,2022-06-18 00:00:00,No Response,,714,369,11
4938,2025-01-17 00:00:00,,,2025-01-22 00:00:00,No Response,,547,145,2
4939,2025-02-10 00:00:00,2025-02-10 01:34:00,,2025-02-14 00:00:00,Cancelled,Late Response,1216,347,14
4940,2021-11-05 00:00:00,,,2021-11-10 00:00:00,No Response,,1102,498,19
4941,2021-03-09 00:00:00,2021-03-09 01:39:00,2021-03-09 02:08:00,2021-03-12 00:00:00,Completed,,1839,374,5
4942,2023-02-09 00:00:00,2023-02-09 01:43:00,2023-02-09 04:31:00,2023-02-12 00:00:00,Completed,,1597,72,1
4943,2021-05-26 00:00:00,2021-05-26 00:42:00,2021-05-26 04:18:00,2021-05-26 00:00:00,Completed,,1557,497,3
4944,2025-07-07 00:00:00,,,2025-07-12 00:00:00,No Response,,1410,228,12
4945,2021-01-23 00:00:00,2021-01-23 01:33:00,2021-01-23 04:22:00,2021-01-27 00:00:00,Completed,,32,457,9
4946,2020-12-01 00:00:00,,,2020-12-04 00:00:00,No Response,,876,210,16
4947,2021-09-02 00:00:00,2021-09-02 00:21:00,,2021-09-04 00:00:00,Cancelled,Provider Unavailable,527,487,9
4948,2020-08-30 00:00:00,,,2020-09-01 00:00:00,No Response,,1687,485,16
4949,2025-04-09 00:00:00,2025-04-09 00:19:00,2025-04-09 00:37:00,2025-04-09 00:00:00,Completed,,1153,281,14
4950,2020-02-26 00:00:00,2020-02-26 00:36:00,2020-02-26 02:06:00,2020-02-28 00:00:00,Completed,,1029,238,15
4951,2023-03-14 00:00:00,,,2023-03-16 00:00:00,No Response,,949,398,2
4952,2025-03-13 00:00:00,2025-03-13 00:22:00,2025-03-13 03:09:00,2025-03-16 00:00:00,Completed,,460,403,1
4953,2025-05-31 00:00:00,,,2025-06-02 00:00:00,No Response,,1351,217,17
4954,2022-05-25 00:00:00,,,2022-05-25 00:00:00,No Response,,1231,416,2
4955,2025-10-03 00:00:00,2025-10-03 01:47:00,2025-10-03 05:54:00,2025-10-06 00:00:00,Completed,,535,409,8
4956,2021-08-07 00:00:00,2021-08-07 00:56:00,,2021-08-11 00:00:00,Cancelled,User Cancelled,1279,305,17
4957,2023-03-03 00:00:00,,,2023-03-03 00:00:00,No Response,,581,240,1
4958,2020-08-30 00:00:00,2020-08-30 01:10:00,2020-08-30 04:58:00,2020-09-01 00:00:00,Completed,,216,476,7
4959,2020-12-08 00:00:00,2020-12-08 00:50:00,,2020-12-13 00:00:00,Cancelled,Provider Unavailable,502,70,8
4960,2025-09-20 00:00:00,2025-09-20 00:26:00,2025-09-20 04:33:00,2025-09-22 00:00:00,Completed,,1671,191,4
4961,2020-08-20 00:00:00,2020-08-20 00:36:00,2020-08-20 03:04:00,2020-08-21 00:00:00,Completed,,1218,42,16
4962,2023-01-14 00:00:00,2023-01-14 01:38:00,2023-01-14 03:07:00,2023-01-16 00:00:00,Completed,,1851,389,15
4963,2023-04-27 00:00:00,2023-04-27 01:49:00,2023-04-27 04:48:00,2023-04-28 00:00:00,Completed,,1820,196,16
4964,2021-01-09 00:00:00,,,2021-01-14 00:00:00,No Response,,779,71,11
4965,2020-10-26 00:00:00,2020-10-26 00:38:00,,2020-10-26 00:00:00,Cancelled,Late Response,318,106,4
4966,2020-04-20 00:00:00,,,2020-04-21 00:00:00,No Response,,137,59,19
4967,2025-06-25 00:00:00,2025-06-25 00:36:00,2025-06-25 04:11:00,2025-06-30 00:00:00,Completed,,57,195,1
4968,2020-05-15 00:00:00,2020-05-15 01:56:00,,2020-05-16 00:00:00,Cancelled,User Cancelled,1195,105,2
4969,2022-12-20 00:00:00,2022-12-20 01:27:00,2022-12-20 05:14:00,2022-12-23 00:00:00,Completed,,155,346,10
4970,2024-02-06 00:00:00,2024-02-06 01:16:00,2024-02-06 03:41:00,2024-02-11 00:00:00,Completed,,1340,485,8
4971,2021-05-06 00:00:00,2021-05-06 01:51:00,2021-05-06 05:30:00,2021-05-06 00:00:00,Completed,,279,162,14
4972,2023-06-28 00:00:00,2023-06-28 01:39:00,,2023-06-29 00:00:00,Cancelled,Provider Unavailable,1973,351,11
4973,2025-12-27 00:00:00,2025-12-27 01:53:00,,2025-12-29 00:00:00,Cancelled,Provider Unavailable,1623,360,3
4974,2026-01-01 00:00:00,2026-01-01 00:56:00,2026-01-01 05:37:00,2026-01-02 00:00:00,Completed,,430,225,11
4975,2024-02-19 00:00:00,2024-02-19 01:13:00,2024-02-19 02:17:00,2024-02-21 00:00:00,Completed,,1475,329,20
4976,2023-06-27 00:00:00,2023-06-27 00:28:00,2023-06-27 02:16:00,2023-06-28 00:00:00,Completed,,1744,314,19
4977,2024-02-26 00:00:00,,,2024-02-27 00:00:00,No Response,,400,178,18
4978,2020-08-17 00:00:00,,,2020-08-18 00:00:00,No Response,,1691,179,17
4979,2021-12-03 00:00:00,,,2021-12-07 00:00:00,No Response,,1944,343,11
4980,2025-07-23 00:00:00,2025-07-23 00:10:00,,2025-07-26 00:00:00,Cancelled,Late Response,62,173,1
4981,2025-01-21 00:00:00,2025-01-21 00:51:00,2025-01-21 03:13:00,2025-01-23 00:00:00,Completed,,1364,261,3
4982,2022-01-10 00:00:00,2022-01-10 01:35:00,,2022-01-15 00:00:00,Cancelled,Provider Unavailable,1868,68,12
4983,2022-11-02 00:00:00,2022-11-02 01:44:00,,2022-11-04 00:00:00,Cancelled,Late Response,1009,251,16
4984,2022-10-01 00:00:00,2022-10-01 00:44:00,2022-10-01 04:32:00,2022-10-03 00:00:00,Completed,,800,136,19
4985,2024-11-15 00:00:00,2024-11-15 00:54:00,2024-11-15 05:54:00,2024-11-19 00:00:00,Completed,,1653,28,2
4986,2024-05-17 00:00:00,2024-05-17 01:14:00,,2024-05-20 00:00:00,Cancelled,User Cancelled,1790,262,5
4987,2024-01-31 00:00:00,2024-01-31 01:47:00,,2024-02-01 00:00:00,Cancelled,Provider Unavailable,1967,380,15
4988,2023-12-11 00:00:00,,,2023-12-13 00:00:00,No Response,,948,304,8
4989,2020-03-25 00:00:00,,,2020-03-25 00:00:00,No Response,,1338,412,13
4990,2022-11-07 00:00:00,2022-11-07 01:04:00,2022-11-07 02:34:00,2022-11-09 00:00:00,Completed,,287,63,1
4991,2022-03-22 00:00:00,,,2022-03-25 00:00:00,No Response,,519,415,12
4992,2020-09-04 00:00:00,,,2020-09-08 00:00:00,No Response,,90,48,14
4993,2021-08-01 00:00:00,,,2021-08-06 00:00:00,No Response,,1750,417,8
4994,2024-12-08 00:00:00,,,2024-12-09 00:00:00,No Response,,518,240,1
4995,2024-01-16 00:00:00,,,2024-01-16 00:00:00,No Response,,814,488,5
4996,2022-04-04 00:00:00,2022-04-04 01:32:00,2022-04-04 05:03:00,2022-04-04 00:00:00,Completed,,1448,245,10
4997,2020-08-28 00:00:00,,,2020-08-29 00:00:00,No Response,,446,68,12
4998,2023-05-02 00:00:00,2023-05-02 01:31:00,2023-05-02 06:01:00,2023-05-06 00:00:00,Completed,,1536,349,19
4999,2021-09-25 00:00:00,2021-09-25 01:16:00,,2021-09-29 00:00:00,Cancelled,Provider Unavailable,530,486,9
5000,2024-10-16 00:00:00,2024-10-16 01:45:00,2024-10-16 06:10:00,2024-10-20 00:00:00,Completed,,319,352,8
5001,2024-08-23 00:00:00,,,2024-08-25 00:00:00,No Response,,1865,136,19
5002,2023-12-22 00:00:00,,,2023-12-26 00:00:00,No Response,,689,475,10
5003,2025-09-07 00:00:00,2025-09-07 00:27:00,2025-09-07 04:26:00,2025-09-12 00:00:00,Completed,,726,432,15
5004,2025-07-12 00:00:00,,,2025-07-14 00:00:00,No Response,,396,372,4
5005,2024-12-04 00:00:00,,,2024-12-04 00:00:00,No Response,,1395,373,5
5006,2021-08-17 00:00:00,,,2021-08-19 00:00:00,No Response,,1084,118,5
5007,2022-05-23 00:00:00,,,2022-05-24 00:00:00,No Response,,1848,13,6
5008,2025-05-02 00:00:00,2025-05-02 00:18:00,,2025-05-05 00:00:00,Cancelled,Provider Unavailable,808,442,5
5009,2020-05-04 00:00:00,,,2020-05-06 00:00:00,No Response,,1881,418,9
5010,2023-10-09 00:00:00,,,2023-10-11 00:00:00,No Response,,83,143,13
5011,2024-03-27 00:00:00,2024-03-27 01:09:00,2024-03-27 01:59:00,2024-03-27 00:00:00,Completed,,204,42,6
5012,2020-01-27 00:00:00,2020-01-27 01:35:00,2020-01-27 02:52:00,2020-01-31 00:00:00,Completed,,1976,9,12
5013,2020-06-04 00:00:00,2020-06-04 01:44:00,,2020-06-09 00:00:00,Cancelled,Provider Unavailable,1472,309,6
5014,2023-12-31 00:00:00,2023-12-31 01:46:00,2023-12-31 06:25:00,2024-01-05 00:00:00,Completed,,1391,326,11
5015,2024-09-16 00:00:00,2024-09-16 01:06:00,,2024-09-18 00:00:00,Cancelled,User Cancelled,1941,70,15
5016,2023-07-27 00:00:00,,,2023-07-29 00:00:00,No Response,,423,320,7
5017,2025-02-14 00:00:00,2025-02-14 01:38:00,2025-02-14 02:56:00,2025-02-19 00:00:00,Completed,,445,467,8
5018,2024-09-09 00:00:00,,,2024-09-13 00:00:00,No Response,,903,267,7
5019,2021-05-05 00:00:00,2021-05-05 00:06:00,2021-05-05 01:26:00,2021-05-08 00:00:00,Completed,,384,41,12
5020,2021-11-07 00:00:00,2021-11-07 00:37:00,2021-11-07 02:26:00,2021-11-12 00:00:00,Completed,,3,251,15
5021,2024-04-27 00:00:00,,,2024-05-02 00:00:00,No Response,,1284,129,17
5022,2022-06-06 00:00:00,2022-06-06 00:13:00,,2022-06-08 00:00:00,Cancelled,Provider Unavailable,1613,196,11
5023,2020-04-17 00:00:00,2020-04-17 00:28:00,,2020-04-17 00:00:00,Cancelled,Late Response,976,128,4
5024,2020-09-25 00:00:00,,,2020-09-28 00:00:00,No Response,,1163,287,7
5025,2024-01-20 00:00:00,2024-01-20 01:05:00,2024-01-20 03:02:00,2024-01-21 00:00:00,Completed,,455,16,19
5026,2021-03-07 00:00:00,2021-03-07 01:23:00,2021-03-07 05:36:00,2021-03-08 00:00:00,Completed,,957,231,8
5027,2020-12-16 00:00:00,,,2020-12-18 00:00:00,No Response,,1821,485,9
5028,2021-10-16 00:00:00,,,2021-10-21 00:00:00,No Response,,1060,175,2
5029,2020-04-19 00:00:00,,,2020-04-20 00:00:00,No Response,,930,343,12
5030,2020-01-02 00:00:00,,,2020-01-02 00:00:00,No Response,,844,279,1
5031,2020-04-22 00:00:00,,,2020-04-27 00:00:00,No Response,,967,78,6
5032,2021-10-03 00:00:00,2021-10-03 01:11:00,2021-10-03 03:43:00,2021-10-05 00:00:00,Completed,,1287,245,3
5033,2023-08-17 00:00:00,,,2023-08-20 00:00:00,No Response,,369,126,20
5034,2022-08-18 00:00:00,2022-08-18 00:14:00,2022-08-18 03:11:00,2022-08-22 00:00:00,Completed,,1582,20,5
5035,2025-10-14 00:00:00,,,2025-10-17 00:00:00,No Response,,1858,400,20
5036,2025-02-28 00:00:00,2025-02-28 01:02:00,,2025-03-04 00:00:00,Cancelled,User Cancelled,1938,180,4
5037,2020-02-26 00:00:00,,,2020-03-01 00:00:00,No Response,,405,86,7
5038,2020-01-13 00:00:00,,,2020-01-15 00:00:00,No Response,,1103,30,14
5039,2023-10-09 00:00:00,2023-10-09 00:26:00,2023-10-09 02:59:00,2023-10-09 00:00:00,Completed,,1923,35,15
5040,2020-07-11 00:00:00,2020-07-11 01:10:00,,2020-07-16 00:00:00,Cancelled,Late Response,1940,114,1
5041,2025-10-13 00:00:00,,,2025-10-16 00:00:00,No Response,,867,253,12
5042,2023-10-16 00:00:00,2023-10-16 01:20:00,2023-10-16 04:23:00,2023-10-20 00:00:00,Completed,,665,175,18
5043,2023-10-05 00:00:00,2023-10-05 00:42:00,2023-10-05 04:36:00,2023-10-06 00:00:00,Completed,,1543,50,10
5044,2024-08-15 00:00:00,,,2024-08-17 00:00:00,No Response,,1846,128,13
5045,2024-12-29 00:00:00,2024-12-29 01:09:00,2024-12-29 04:58:00,2024-12-31 00:00:00,Completed,,1387,202,5
5046,2023-03-25 00:00:00,,,2023-03-26 00:00:00,No Response,,214,277,4
5047,2023-01-12 00:00:00,,,2023-01-14 00:00:00,No Response,,81,158,8
5048,2024-07-01 00:00:00,2024-07-01 00:18:00,2024-07-01 04:37:00,2024-07-04 00:00:00,Completed,,1871,24,9
5049,2023-04-26 00:00:00,,,2023-04-27 00:00:00,No Response,,535,340,7
5050,2021-03-12 00:00:00,2021-03-12 01:45:00,,2021-03-17 00:00:00,Cancelled,Provider Unavailable,1758,294,10
5051,2024-12-13 00:00:00,,,2024-12-18 00:00:00,No Response,,920,132,2
5052,2025-09-23 00:00:00,,,2025-09-28 00:00:00,No Response,,1147,345,14
5053,2025-12-22 00:00:00,2025-12-22 01:02:00,,2025-12-24 00:00:00,Cancelled,Late Response,1840,428,12
5054,2020-08-11 00:00:00,2020-08-11 01:27:00,,2020-08-14 00:00:00,Cancelled,Provider Unavailable,155,491,3
5055,2023-04-01 00:00:00,2023-04-01 01:09:00,2023-04-01 05:08:00,2023-04-05 00:00:00,Completed,,1313,78,14
5056,2025-01-17 00:00:00,,,2025-01-21 00:00:00,No Response,,484,335,19
5057,2025-02-04 00:00:00,2025-02-04 00:11:00,,2025-02-04 00:00:00,Cancelled,User Cancelled,1829,163,7
5058,2021-03-24 00:00:00,2021-03-24 01:39:00,,2021-03-26 00:00:00,Cancelled,Provider Unavailable,571,295,7
5059,2025-11-06 00:00:00,2025-11-06 01:59:00,2025-11-06 04:21:00,2025-11-07 00:00:00,Completed,,1385,344,20
5060,2020-02-29 00:00:00,2020-02-29 01:01:00,,2020-02-29 00:00:00,Cancelled,Provider Unavailable,1918,225,18
5061,2022-04-02 00:00:00,2022-04-02 00:49:00,,2022-04-02 00:00:00,Cancelled,Late Response,81,248,19
5062,2024-06-01 00:00:00,,,2024-06-02 00:00:00,No Response,,1717,229,12
5063,2021-07-25 00:00:00,2021-07-25 01:51:00,2021-07-25 03:53:00,2021-07-30 00:00:00,Completed,,885,461,19
5064,2025-04-07 00:00:00,2025-04-07 00:48:00,2025-04-07 05:12:00,2025-04-07 00:00:00,Completed,,1985,486,6
5065,2025-06-04 00:00:00,2025-06-04 00:14:00,2025-06-04 01:43:00,2025-06-05 00:00:00,Completed,,289,187,13
5066,2023-10-30 00:00:00,2023-10-30 01:29:00,,2023-11-03 00:00:00,Cancelled,Late Response,10,14,18
5067,2021-04-16 00:00:00,2021-04-16 00:34:00,,2021-04-17 00:00:00,Cancelled,Late Response,715,404,19
5068,2024-05-09 00:00:00,2024-05-09 00:07:00,,2024-05-09 00:00:00,Cancelled,Late Response,625,93,11
5069,2023-09-28 00:00:00,2023-09-28 01:48:00,,2023-10-02 00:00:00,Cancelled,User Cancelled,1106,402,1
5070,2020-07-08 00:00:00,,,2020-07-09 00:00:00,No Response,,835,335,20
5071,2020-10-26 00:00:00,2020-10-26 01:50:00,2020-10-26 05:27:00,2020-10-28 00:00:00,Completed,,64,104,9
5072,2025-10-12 00:00:00,2025-10-12 01:00:00,,2025-10-17 00:00:00,Cancelled,Late Response,1340,97,5
5073,2024-12-22 00:00:00,,,2024-12-25 00:00:00,No Response,,547,316,20
5074,2025-08-03 00:00:00,2025-08-03 00:59:00,2025-08-03 01:31:00,2025-08-03 00:00:00,Completed,,1672,495,1
5075,2021-02-10 00:00:00,2021-02-10 01:45:00,,2021-02-11 00:00:00,Cancelled,User Cancelled,1022,140,13
5076,2020-07-27 00:00:00,2020-07-27 01:38:00,,2020-07-31 00:00:00,Cancelled,User Cancelled,1786,228,2
5077,2023-06-19 00:00:00,2023-06-19 00:30:00,,2023-06-22 00:00:00,Cancelled,Late Response,1495,445,16
5078,2022-09-03 00:00:00,,,2022-09-08 00:00:00,No Response,,897,43,13
5079,2020-11-20 00:00:00,2020-11-20 01:59:00,,2020-11-23 00:00:00,Cancelled,Late Response,939,224,6
